Category,Id,Question,Question_concat,Response,Response (group),Sentiment,Calculation1,Negative,Neutral N Values,Neutral P Values,NPS,Positive Values,responses,Value
Performance,Respondent #4,I find this aspect of the product satisfactory.,Performance - I find this aspect of the product satisfactory.,Agree,positive,Negative,-1,-1,-0.350724497075686,0,0,1,1,5
Performance,Respondent #8,I find this aspect of the product satisfactory.,Performance - The performance in this area is reliable.,Strongly Disagree,negative,Negative,1,0,-0.3368818449410982,0,0,1,1,2
Performance,Respondent #48,This aspect is easy to understand and use.,Performance - This aspect is easy to understand and use.,Neutral,neutral,Negative,1,-1,0.25249974392095,0,0,1,1,2
Performance,Respondent #43,I would recommend this to others.,Performance - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,-2,-1,-0.10936239574306161,0,100,1,1,1
Performance,Respondent #4,This aspect meets my expectations.,Performance - This aspect is easy to understand and use.,Disagree,negative,Negative,-2,-1,0.7269109614726501,0,100,1,1,5
Performance,Respondent #50,This aspect meets my expectations.,Performance - The performance in this area is reliable.,Disagree,negative,Negative,-2,-1,0.4370687535524762,0,100,0,1,4
Performance,Respondent #2,This aspect meets my expectations.,Performance - This aspect meets my expectations.,Neutral,neutral,Negative,2,0,0.11122566809524015,0,100,1,1,1
Performance,Respondent #46,The performance in this area is reliable.,Performance - This aspect meets my expectations.,Disagree,negative,Negative,-2,-1,-0.5098757453173279,1,-100,0,1,3
Performance,Respondent #21,I find this aspect of the product satisfactory.,Performance - The performance in this area is reliable.,Disagree,negative,Negative,-2,0,-0.3240077189620987,1,100,0,1,5
Performance,Respondent #26,I would recommend this to others.,Performance - This aspect is easy to understand and use.,Strongly Disagree,negative,Negative,2,-1,-0.6486894210242486,0,0,1,1,1
Performance,Respondent #23,The performance in this area is reliable.,Performance - I would recommend this to others.,Agree,positive,Negative,1,0,-0.8443267058505353,0,0,0,1,5
Performance,Respondent #48,This aspect meets my expectations.,Performance - I find this aspect of the product satisfactory.,Agree,positive,Negative,2,-1,-0.327195489375506,1,100,1,1,3
Performance,Respondent #1,I would recommend this to others.,Performance - I find this aspect of the product satisfactory.,Disagree,negative,Negative,0,0,-0.11637884629916728,0,-100,0,1,1
Performance,Respondent #35,I would recommend this to others.,Performance - I would recommend this to others.,Agree,positive,Negative,-1,0,0.6299093969761755,1,0,1,1,4
Performance,Respondent #9,This aspect meets my expectations.,Performance - I find this aspect of the product satisfactory.,Disagree,negative,Negative,2,-1,-0.8812582084712335,0,100,0,1,2
Performance,Respondent #38,This aspect meets my expectations.,Performance - This aspect is easy to understand and use.,Agree,positive,Negative,0,-1,0.22586604734253157,0,0,1,1,5
Performance,Respondent #3,I would recommend this to others.,Performance - I would recommend this to others.,Agree,positive,Negative,-1,0,-0.33774589131363,0,-100,0,1,1
Performance,Respondent #46,This aspect meets my expectations.,Performance - The performance in this area is reliable.,Strongly Disagree,negative,Negative,-1,0,0.1338969657521849,1,0,1,1,4
Performance,Respondent #31,I would recommend this to others.,Performance - This aspect meets my expectations.,Strongly Agree,positive,Negative,-2,-1,0.7505153371460034,0,100,0,1,2
Performance,Respondent #38,I find this aspect of the product satisfactory.,Performance - This aspect is easy to understand and use.,Disagree,negative,Negative,0,0,0.36651051740055607,0,0,1,1,5
Performance,Respondent #30,I would recommend this to others.,Performance - I find this aspect of the product satisfactory.,Disagree,negative,Negative,-2,-1,-0.5130712852819115,0,100,0,1,1
Performance,Respondent #38,I would recommend this to others.,Performance - This aspect meets my expectations.,Agree,positive,Negative,0,0,0.28070925459369156,0,-100,1,1,1
Performance,Respondent #46,The performance in this area is reliable.,Performance - The performance in this area is reliable.,Disagree,negative,Negative,1,0,-0.29219614857340526,0,0,1,1,4
Performance,Respondent #10,The performance in this area is reliable.,Performance - This aspect meets my expectations.,Neutral,neutral,Negative,-1,0,0.5621538151345402,1,0,1,1,5
Performance,Respondent #19,I find this aspect of the product satisfactory.,Performance - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,-1,0,0.8484201560251887,1,100,0,1,5
Performance,Respondent #37,I find this aspect of the product satisfactory.,Performance - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,1,-1,-0.19845916194676283,0,100,1,1,4
Performance,Respondent #46,This aspect is easy to understand and use.,Performance - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,2,-1,0.4480388476500028,0,-100,0,1,3
Performance,Respondent #50,I would recommend this to others.,Performance - The performance in this area is reliable.,Disagree,negative,Negative,-2,-1,0.19459772858426438,0,0,0,1,3
Performance,Respondent #25,I find this aspect of the product satisfactory.,Performance - I would recommend this to others.,Neutral,neutral,Negative,-2,0,0.3997272257586719,1,100,1,1,2
Performance,Respondent #30,I would recommend this to others.,Performance - The performance in this area is reliable.,Strongly Agree,positive,Negative,1,0,0.35948631127178876,1,0,1,1,1
Performance,Respondent #21,This aspect is easy to understand and use.,Performance - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,0,-1,0.42622354165464715,1,0,1,1,1
Performance,Respondent #34,This aspect is easy to understand and use.,Performance - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,-1,0,-0.8966610917160704,1,100,0,1,2
Performance,Respondent #22,I would recommend this to others.,Performance - I would recommend this to others.,Agree,positive,Negative,-2,0,0.8605075595143281,1,-100,0,1,3
Performance,Respondent #33,This aspect is easy to understand and use.,Performance - I find this aspect of the product satisfactory.,Agree,positive,Negative,0,0,0.3387852172952226,0,-100,1,1,4
Performance,Respondent #7,I find this aspect of the product satisfactory.,Performance - The performance in this area is reliable.,Disagree,negative,Negative,1,-1,0.2709714223598487,0,100,1,1,4
Accessibility,Respondent #4,The performance in this area is reliable.,Accessibility - I find this aspect of the product satisfactory.,Agree,positive,Positive,0,-1,-0.3971233230620508,1,0,0,1,1
Accessibility,Respondent #7,I would recommend this to others.,Accessibility - I would recommend this to others.,Disagree,negative,Positive,-1,-1,0.14256354319058562,1,-100,1,1,1
Accessibility,Respondent #48,This aspect meets my expectations.,Accessibility - The performance in this area is reliable.,Strongly Agree,positive,Positive,0,-1,0.10539625776694206,0,-100,1,1,3
Accessibility,Respondent #49,This aspect meets my expectations.,Accessibility - This aspect is easy to understand and use.,Neutral,neutral,Positive,1,0,-0.7688271760952876,1,100,0,1,5
Accessibility,Respondent #6,I find this aspect of the product satisfactory.,Accessibility - I would recommend this to others.,Strongly Agree,positive,Positive,2,0,0.8654784556046287,1,100,1,1,3
Accessibility,Respondent #26,This aspect meets my expectations.,Accessibility - This aspect is easy to understand and use.,Neutral,neutral,Positive,0,-1,-0.9441949392104212,1,100,1,1,3
Accessibility,Respondent #9,I find this aspect of the product satisfactory.,Accessibility - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,0,-1,0.22217967948694528,1,100,1,1,1
Accessibility,Respondent #31,This aspect meets my expectations.,Accessibility - The performance in this area is reliable.,Disagree,negative,Positive,1,0,0.40070774200057135,1,-100,1,1,4
Accessibility,Respondent #45,The performance in this area is reliable.,Accessibility - I would recommend this to others.,Neutral,neutral,Positive,2,-1,0.42274518629604163,1,100,0,1,1
Accessibility,Respondent #22,The performance in this area is reliable.,Accessibility - The performance in this area is reliable.,Disagree,negative,Positive,-2,0,0.12669162624768449,1,100,1,1,5
Accessibility,Respondent #13,I find this aspect of the product satisfactory.,Accessibility - I find this aspect of the product satisfactory.,Strongly Agree,positive,Positive,0,0,-0.4946309934165247,1,-100,0,1,4
Accessibility,Respondent #41,This aspect is easy to understand and use.,Accessibility - I find this aspect of the product satisfactory.,Agree,positive,Positive,-2,-1,0.8499020944183782,0,-100,0,1,5
Accessibility,Respondent #14,I find this aspect of the product satisfactory.,Accessibility - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,0,-1,-0.0443180408784698,1,-100,0,1,5
Accessibility,Respondent #46,The performance in this area is reliable.,Accessibility - The performance in this area is reliable.,Strongly Disagree,negative,Positive,0,0,0.3691939182170374,1,100,0,1,3
Accessibility,Respondent #49,The performance in this area is reliable.,Accessibility - I would recommend this to others.,Disagree,negative,Positive,2,-1,-0.17798306605682024,1,-100,1,1,1
Accessibility,Respondent #8,This aspect is easy to understand and use.,Accessibility - I find this aspect of the product satisfactory.,Agree,positive,Positive,0,0,0.4096294409665018,0,0,0,1,4
Accessibility,Respondent #42,The performance in this area is reliable.,Accessibility - This aspect is easy to understand and use.,Neutral,neutral,Positive,-2,0,-0.07129853084168092,1,-100,1,1,1
Accessibility,Respondent #30,This aspect is easy to understand and use.,Accessibility - This aspect meets my expectations.,Agree,positive,Positive,0,0,-0.3108307133316166,1,0,1,1,3
Accessibility,Respondent #26,This aspect meets my expectations.,Accessibility - This aspect meets my expectations.,Agree,positive,Positive,2,0,-0.822760881196007,1,-100,0,1,1
Accessibility,Respondent #34,The performance in this area is reliable.,Accessibility - The performance in this area is reliable.,Strongly Disagree,negative,Positive,2,-1,-0.49552446946836914,0,0,1,1,4
Accessibility,Respondent #38,I find this aspect of the product satisfactory.,Accessibility - This aspect is easy to understand and use.,Disagree,negative,Positive,-2,0,0.12676196837224718,0,100,1,1,5
Accessibility,Respondent #11,This aspect is easy to understand and use.,Accessibility - This aspect meets my expectations.,Agree,positive,Positive,1,-1,-0.3389015343220525,1,0,0,1,4
Accessibility,Respondent #42,I find this aspect of the product satisfactory.,Accessibility - This aspect meets my expectations.,Neutral,neutral,Positive,1,0,0.8462951780438595,1,0,1,1,5
Accessibility,Respondent #32,I find this aspect of the product satisfactory.,Accessibility - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,2,-1,-0.4634447528795005,1,0,0,1,2
Accessibility,Respondent #23,The performance in this area is reliable.,Accessibility - The performance in this area is reliable.,Strongly Agree,positive,Positive,-2,-1,0.8478686065692604,0,-100,1,1,1
Accessibility,Respondent #26,The performance in this area is reliable.,Accessibility - This aspect is easy to understand and use.,Agree,positive,Positive,1,-1,0.9571875199815536,1,100,1,1,4
Accessibility,Respondent #36,This aspect is easy to understand and use.,Accessibility - The performance in this area is reliable.,Disagree,negative,Positive,-2,-1,-0.4244770510204985,1,0,1,1,2
Accessibility,Respondent #23,I find this aspect of the product satisfactory.,Accessibility - I would recommend this to others.,Disagree,negative,Positive,0,-1,-0.44992990428352986,0,100,0,1,3
Accessibility,Respondent #38,This aspect meets my expectations.,Accessibility - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,-1,-1,-0.4256158120215434,0,100,0,1,4
Accessibility,Respondent #11,The performance in this area is reliable.,Accessibility - This aspect is easy to understand and use.,Strongly Agree,positive,Positive,2,0,0.23151863838685416,0,100,1,1,1
Accessibility,Respondent #5,I would recommend this to others.,Accessibility - The performance in this area is reliable.,Agree,positive,Positive,1,0,0.5823458980540754,1,0,1,1,4
Accessibility,Respondent #38,This aspect is easy to understand and use.,Accessibility - This aspect meets my expectations.,Strongly Agree,positive,Positive,2,-1,-0.663829235244495,1,0,0,1,5
